|description|coarse_grained_pos|fine_grained_pos
2185| A dog runs uphill towards the camera in near a fenced area .|DET NOUN VERB ADV ADP DET NOUN ADP ADP DET ADJ NOUN PUNCT|DT NN VBZ RB IN DT NN IN IN DT JJ NN .
2186| A family has dinner while their dogs nap .|DET NOUN VERB NOUN SCONJ PRON NOUN VERB PUNCT|DT NN VBZ NN IN PRP$ NNS VBP .
2187| A man sitting outside using his Mac laptop .|DET NOUN VERB ADV VERB PRON PROPN NOUN PUNCT|DT NN VBG RB VBG PRP$ NNP NN .
2188| A swan is flying above water .|DET NOUN AUX VERB ADP NOUN PUNCT|DT NN VBZ VBG IN NN .
2189| A woman in a big hat stands next to a table with a red cloth .|DET NOUN ADP DET ADJ NOUN VERB ADV ADP DET NOUN ADP DET ADJ NOUN PUNCT|DT NN IN DT JJ NN VBZ RB IN DT NN IN DT JJ NN .
2190| A young girl , wearing blue goggles , riding a floatie in a pool .|DET ADJ NOUN PUNCT VERB ADJ NOUN PUNCT VERB DET NOUN ADP DET NOUN PUNCT|DT JJ NN , VBG JJ NNS , VBG DT NN IN DT NN .
2191| A man rock climbing , with a city and a bay in the background .|DET NOUN NOUN NOUN PUNCT ADP DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT|DT NN NN NN , IN DT NN CC DT NN IN DT NN .
2192| A woman wearing a blue sweater is reading to a boy on the couch .|DET NOUN VERB DET ADJ NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBG DT JJ NN VBZ VBG IN DT NN IN DT NN .
2193| Two men are talking , and the third man is talking on the phone and drinking wine .|NUM NOUN AUX VERB PUNCT CCONJ DET ADJ NOUN AUX VERB ADP DET NOUN CCONJ VERB NOUN PUNCT|CD NNS VBP VBG , CC DT JJ NN VBZ VBG IN DT NN CC VBG NN .
2194| A kid sitting with no shirt or shoes on examining something he has found .|DET NOUN VERB ADP DET NOUN CCONJ NOUN ADP VERB PRON PRON AUX VERB PUNCT|DT NN VBG IN DT NN CC NNS IN VBG NN PRP VBZ VBN .
2195| A woman making a clawing gesture with her hand is dressed in a red outfit .|DET NOUN VERB DET NOUN NOUN ADP PRON NOUN AUX VERB ADP DET ADJ NOUN PUNCT|DT NN VBG DT NN NN IN PRP$ NN VBZ VBN IN DT JJ NN .
2196| A woman with a purple shirt is riding a brown horse .|DET NOUN ADP DET ADJ NOUN AUX VERB DET ADJ NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG DT JJ NN .
2197| A family getting ready to enjoy a strawberry shortcake .|DET NOUN VERB ADJ PART VERB DET NOUN NOUN PUNCT|DT NN VBG JJ TO VB DT NN NN .
2198| A small child in red pajamas stands on top of a wrapped present .|DET ADJ NOUN ADP ADJ NOUN VERB ADP NOUN ADP DET VERB NOUN PUNCT|DT JJ NN IN JJ NNS VBZ IN NN IN DT VBN NN .
2199| A man in native clothing passes by a shoe store .|DET NOUN ADP ADJ NOUN NOUN ADP DET NOUN NOUN PUNCT|DT NN IN JJ NN NNS IN DT NN NN .
2200| People are waving from a bus covered in rainbow flags .|NOUN AUX VERB ADP DET NOUN VERB ADP NOUN NOUN PUNCT|NNS VBP VBG IN DT NN VBN IN NN NNS .
2201| A man in a stone street painting a picture while children are milling about|DET NOUN ADP DET NOUN NOUN VERB DET NOUN SCONJ NOUN AUX VERB ADP|DT NN IN DT NN NN VBG DT NN IN NNS VBP VBG IN
2202| A young Tibetan boy sitting at a low table with a book .|DET ADJ ADJ NOUN VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT JJ JJ NN VBG IN DT JJ NN IN DT NN .
2203| A snowboarder makes a jump in a competition .|DET NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT NN VBZ DT NN IN DT NN .
2204| A baseball outfielder is leaping against the fence as he watches the ball sail over it .|DET NOUN NOUN AUX VERB ADP DET NOUN SCONJ PRON VERB DET NOUN VERB ADP PRON PUNCT|DT NN NN VBZ VBG IN DT NN IN PRP VBZ DT NN VB IN PRP .
2205| A man in a black shirt is holding a child wearing sunglasses .|DET NOUN ADP DET ADJ NOUN AUX VERB DET NOUN VERB NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG DT NN VBG NNS .
2206| The man in the blue jacket is reaching into a white bag .|DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET ADJ NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG IN DT JJ NN .
2207| Three people are pushing a heavy machine .|NUM NOUN AUX VERB DET ADJ NOUN PUNCT|CD NNS VBP VBG DT JJ NN .
2208| A man is playing a guitar on stage .|DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT|DT NN VBZ VBG DT NN IN NN .
2209| A woman in blue outside her home with kids on swing set .|DET NOUN ADP PROPN ADP PRON NOUN ADP NOUN ADP NOUN NOUN PUNCT|DT NN IN NNP IN PRP$ NN IN NNS IN NN NN .
2210| A young girl is cleaning a pair of boots on a rug inside a doorway .|DET ADJ NOUN AUX VERB DET NOUN ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT JJ NN VBZ VBG DT NN IN NNS IN DT NN IN DT NN .
2211| dog with a red collar on a trampoline|VERB ADP DET ADJ NOUN ADP DET NOUN|VB IN DT JJ NN IN DT NN
2212| Two dogs are barking in a kitchen while a person sits at a table .|NUM NOUN AUX VERB ADP DET NOUN SCONJ DET NOUN VERB ADP DET NOUN PUNCT|CD NNS VBP VBG IN DT NN IN DT NN VBZ IN DT NN .
2213| A man climbs icy rocks .|DET NOUN VERB PROPN NOUN PUNCT|DT NN VBZ NNP NNS .
2214| A recently married couple pose outside in their wedding clothes .|DET ADV VERB NOUN NOUN ADV ADP PRON NOUN NOUN PUNCT|DT RB VBN NN NN RB IN PRP$ NN NNS .
2215| Woman with red shirt eating ice cream in front of a picture of a cow .|NOUN ADP ADJ NOUN VERB NOUN NOUN ADP NOUN ADP DET NOUN ADP DET NOUN PUNCT|NN IN JJ NN VBG NN NN IN NN IN DT NN IN DT NN .
2216| A fluffy white dog looks down a steep , grassy embankment .|DET ADJ PROPN NOUN VERB ADP DET ADJ PUNCT ADJ NOUN PUNCT|DT JJ NNP NN VBZ RP DT JJ , JJ NN .
2217| Puppies , chickens and a turkey examining bucket contents on dirt .|NOUN PUNCT NOUN CCONJ DET NOUN VERB NOUN NOUN ADP NOUN PUNCT|NNS , NNS CC DT NN VBG NN NNS IN NN .
2218| A little boy jumping from one chair to another .|DET ADJ NOUN VERB ADP NUM NOUN ADP PRON PUNCT|DT JJ NN VBG IN CD NN IN DT .
2219| People are using conveyor belts to go up or down .|NOUN AUX VERB NOUN NOUN PART VERB ADV CCONJ ADV PUNCT|NNS VBP VBG NN NNS TO VB RB CC RB .
2220| A large group of people are protesting something on a street-corner .|DET ADJ NOUN ADP NOUN AUX VERB PRON ADP DET NOUN NOUN PUNCT|DT JJ NN IN NNS VBP VBG NN IN DT NN NN .
2221| A girl and a guy sitting on large cubes .|DET NOUN CCONJ DET NOUN VERB ADP ADJ NOUN PUNCT|DT NN CC DT NN VBG IN JJ NNS .
2222| a female tennis player is lining up to take a swing with her racquet .|DET ADJ NOUN NOUN AUX VERB ADP PART VERB DET NOUN ADP PRON NOUN PUNCT|DT JJ NN NN VBZ VBG RP TO VB DT NN IN PRP$ NN .
2223| A group of people are seen in a church singing under a yellow ceiling .|DET NOUN ADP NOUN AUX VERB ADP DET NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN IN NNS VBP VBN IN DT NN VBG IN DT JJ NN .
2224| The black dog is jumping into the pool to catch a rubber chicken in its mouth .|DET ADJ NOUN AUX VERB ADP DET NOUN PART VERB DET NOUN NOUN ADP PRON NOUN PUNCT|DT JJ NN VBZ VBG IN DT NN TO VB DT NN NN IN PRP$ NN .
2225| Four children are playing outside .|NUM NOUN AUX VERB ADV PUNCT|CD NNS VBP VBG RB .
2226| A woman is applying lipstick in front of a mirror .|DET NOUN AUX VERB NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG NN IN NN IN DT NN .
2227| During a martial arts match , a man attempts to kick the other in the face .|ADP DET ADJ NOUN NOUN PUNCT DET NOUN VERB PART VERB DET ADJ ADP DET NOUN PUNCT|IN DT JJ NNS NN , DT NN VBZ TO VB DT JJ IN DT NN .
2228| There are lots of colorful foods that this women seems to be selling .|PRON VERB NOUN ADP ADJ NOUN PRON DET NOUN VERB PART AUX VERB PUNCT|EX VBP NNS IN JJ NNS WDT DT NNS VBZ TO VB VBG .
2229| A young man cooks something in the kitchen .|DET ADJ NOUN VERB PRON ADP DET NOUN PUNCT|DT JJ NN VBZ NN IN DT NN .
2230| Man and a child in gray pajamas playing with a model car track .|NOUN CCONJ DET NOUN ADP ADJ NOUN VERB ADP DET NOUN NOUN NOUN PUNCT|NN CC DT NN IN JJ NNS VBG IN DT NN NN NN .
2231| A woman fixes her friend 's dress while out for a day in the sun .|DET NOUN VERB PRON NOUN PART NOUN SCONJ ADP ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBZ PRP$ NN POS NN IN RP IN DT NN IN DT NN .
2232| A group of young children play tug-of-war in the street .|DET NOUN ADP ADJ NOUN VERB NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN IN JJ NNS VB NN IN NN IN DT NN .
2233| Dog jumping to catch falling snow out in the woods .|PROPN VERB PART VERB VERB NOUN ADP ADP DET NOUN PUNCT|NNP VBG TO VB VBG NN RP IN DT NNS .
2234| A man looking at some kind of contraption while another man in the background watches .|DET NOUN VERB ADP DET NOUN ADP NOUN SCONJ DET NOUN ADP DET NOUN VERB PUNCT|DT NN VBG IN DT NN IN NN IN DT NN IN DT NN VBZ .
2235| An artist with blond-hair and a red shirt is working on a sculpture .|DET NOUN ADP ADJ NOUN CCONJ DET ADJ NOUN AUX VERB ADP DET NOUN PUNCT|DT NN IN JJ NN CC DT JJ NN VBZ VBG IN DT NN .
2236| Two boys spraying each other with water|NUM NOUN VERB DET ADJ ADP NOUN|CD NNS VBG DT JJ IN NN
2237| An older man with glasses fixing a toy firetruck while an baby girl plays with it .|DET ADJ NOUN ADP NOUN VERB DET NOUN NOUN SCONJ DET NOUN NOUN VERB ADP PRON PUNCT|DT JJR NN IN NNS VBG DT NN NN IN DT NN NN VBZ IN PRP .
2238| A gentleman listening to earphones .|DET NOUN VERB ADP NOUN PUNCT|DT NN VBG IN NNS .
2239| A brown dog runs on the sand carrying a stick .|DET ADJ NOUN VERB ADP DET NOUN VERB DET NOUN PUNCT|DT JJ NN VBZ IN DT NN VBG DT NN .
2240| Boy in shorts , face down in shallow , reflective water .|INTJ ADP NOUN PUNCT VERB ADP ADP ADJ PUNCT ADJ NOUN PUNCT|UH IN NNS , VB RP IN JJ , JJ NN .
2241| A dirt biker gets some air over a jump .|DET NOUN NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT NN NN VBZ DT NN IN DT NN .
2242| A man in red is riding his bicycle .|DET NOUN ADP NOUN AUX VERB PRON NOUN PUNCT|DT NN IN NN VBZ VBG PRP$ NN .
2243| Two children are swimming in a pool .|NUM NOUN AUX VERB ADP DET NOUN PUNCT|CD NNS VBP VBG IN DT NN .
2244| Bald Chef chops up ingredients , while wearing a black apron .|PROPN PROPN VERB ADP NOUN PUNCT SCONJ VERB DET ADJ NOUN PUNCT|NNP NNP VBZ RP NNS , IN VBG DT JJ NN .
2245| a lady looks surprised .|DET NOUN VERB ADJ PUNCT|DT NN VBZ JJ .
2246| A worker at a construction site .|DET NOUN ADP DET NOUN NOUN PUNCT|DT NN IN DT NN NN .
2247| Three people stringing something across an expanse of sand .|NUM NOUN VERB PRON ADP DET NOUN ADP NOUN PUNCT|CD NNS VBG NN IN DT NN IN NN .
2248| Asian people walking around the streets .|ADJ NOUN VERB ADP DET NOUN PUNCT|JJ NNS VBG IN DT NNS .
2249| A shirtless got in blue pants is being chased by a girl in a black shirt .|DET NOUN VERB ADP ADJ NOUN AUX AUX VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT|DT NN VBD IN JJ NNS VBZ VBG VBN IN DT NN IN DT JJ NN .
2250| A yellow-shirted runner runs with a number pinned to their shirt .|DET ADJ VERB NOUN NOUN ADP DET NOUN VERB ADP PRON NOUN PUNCT|DT JJ VBN NN NNS IN DT NN VBN IN PRP$ NN .
2251| A single motorcycle rider driving down a stretch of road surrounded by dirt .|DET ADJ NOUN NOUN VERB ADP DET NOUN ADP NOUN VERB ADP NOUN PUNCT|DT JJ NN NN VBG RP DT NN IN NN VBN IN NN .
2252| A boy is on his bike on the sidewalk .|DET NOUN AUX ADP PRON NOUN ADP DET NOUN PUNCT|DT NN VBZ IN PRP$ NN IN DT NN .
2253| A girl in a cowboy hat and a boy standing on the ocean shore|DET NOUN ADP DET NOUN NOUN CCONJ DET NOUN VERB ADP DET PROPN NOUN|DT NN IN DT NN NN CC DT NN VBG IN DT NNP NN
2254| a man in a black shirt sitting at a restaurant table texting .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN NOUN NOUN PUNCT|DT NN IN DT JJ NN VBG IN DT NN NN NN .
2255| A male with sunglasses is out supporting his cause .|DET NOUN ADP NOUN AUX ADV VERB PRON NOUN PUNCT|DT NN IN NNS VBZ RB VBG PRP$ NN .
2256| A surfer is riding on a breaking wave .|DET NOUN AUX VERB ADP DET VERB NOUN PUNCT|DT NN VBZ VBG IN DT VBG NN .
2257| A man in jeans and a dark t-shirt is working on a train with an oil pot .|DET NOUN ADP NOUN CCONJ DET ADJ NOUN NOUN AUX VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT|DT NN IN NNS CC DT JJ NN NN VBZ VBG IN DT NN IN DT NN NN .
2258| A ballerina dancing in front of a mountainous landscape .|DET NOUN VERB ADP NOUN ADP DET ADJ NOUN PUNCT|DT NN VBG IN NN IN DT JJ NN .
2259| small child curled up in sleeping on rope bed .|ADJ NOUN VERB ADP ADP VERB ADP NOUN NOUN PUNCT|JJ NN VBD RP IN VBG IN NN NN .
2260| A group of women walking by a man on the sidewalk .|DET NOUN ADP NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN IN NNS VBG IN DT NN IN DT NN .
2261| A falcon pursues a small rodent as it flees through the grass .|DET NOUN VERB DET ADJ NOUN SCONJ PRON VERB ADP DET NOUN PUNCT|DT NN VBZ DT JJ NN IN PRP VBZ IN DT NN .
2262| A man with a hat is taking a photo in a busy city .|DET NOUN ADP DET NOUN AUX VERB DET NOUN ADP DET ADJ NOUN PUNCT|DT NN IN DT NN VBZ VBG DT NN IN DT JJ NN .
2263| A group of people walk around a bunch of booths with small flags flying above .|DET NOUN ADP NOUN VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN VERB ADV PUNCT|DT NN IN NNS VBP IN DT NN IN NNS IN JJ NNS VBG RB .
2264| A volleyball player in a competition in France .|DET NOUN NOUN ADP DET NOUN ADP PROPN PUNCT|DT NN NN IN DT NN IN NNP .
2265| women waiting to get on the subway .|NOUN VERB PART VERB ADP DET NOUN PUNCT|NNS VBG TO VB IN DT NN .
2266| A young boy eating an enchilada .|DET ADJ NOUN VERB DET NOUN PUNCT|DT JJ NN VBG DT NN .
2267| A man in yellow performs a bike trick .|DET NOUN ADP ADJ VERB DET NOUN NOUN PUNCT|DT NN IN JJ VBZ DT NN NN .
2268| A man is asleep in an alley with his head covered .|DET NOUN AUX ADJ ADP DET NOUN ADP PRON NOUN VERB PUNCT|DT NN VBZ JJ IN DT NN IN PRP$ NN VBN .
2269| A group of men sits around a table .|DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT|DT NN IN NNS VBZ IN DT NN .
2270| two men , one with a bicycle , and a woman waiting to cross the road .|NUM NOUN PUNCT NUM ADP DET NOUN PUNCT CCONJ DET NOUN VERB PART VERB DET NOUN PUNCT|CD NNS , CD IN DT NN , CC DT NN VBG TO VB DT NN .
2271| A small group of people looking out over the rail of a parking garage .|DET ADJ NOUN ADP NOUN VERB ADP ADP DET NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN IN NNS VBG RP IN DT NN IN DT NN NN .
2272| A young girl sits atop a lady 's shoulders as they revel with the celebrating crowd .|DET ADJ NOUN VERB ADP DET NOUN PART NOUN SCONJ PRON VERB ADP DET VERB NOUN PUNCT|DT JJ NN VBZ IN DT NN POS NNS IN PRP VBP IN DT VBG NN .
2273| A man in a jacket jumping around a stick-pole on the beach .|DET NOUN ADP DET NOUN VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT NN IN DT NN VBG IN DT JJ NN IN DT NN .
2274| A woman speaking in front of a chevy malibu .|DET NOUN VERB ADP NOUN ADP DET NOUN NOUN PUNCT|DT NN VBG IN NN IN DT NN NN .
2275| A woman in a black dress is standing in the distance waiting .|DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN VERB PUNCT|DT NN IN DT JJ NN VBZ VBG IN DT NN VBG .
2276| Two people work with long ribbons in a Chinese courtyard .|NUM NOUN VERB ADP ADJ NOUN ADP DET ADJ NOUN PUNCT|CD NNS VBP IN JJ NNS IN DT JJ NN .
2277| Several people are surfing on a wave in the sea .|ADJ NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT|JJ NNS VBP VBG IN DT NN IN DT NN .
2278| A wet girl wearing a white shirt and a necklace .|DET ADJ NOUN VERB DET ADJ NOUN CCONJ DET NOUN PUNCT|DT JJ NN VBG DT JJ NN CC DT NN .
2279| Five men , with matching red shirts , stand on the gymnasium floor in honor .|NUM NOUN PUNCT ADP VERB ADJ NOUN PUNCT VERB ADP DET NOUN NOUN ADP NOUN PUNCT|CD NNS , IN VBG JJ NNS , VB IN DT NN NN IN NN .
2280| At a party , an entertainer provides amusement to children in the form of balloon animals .|ADP DET NOUN PUNCT DET NOUN VERB NOUN ADP NOUN ADP DET NOUN ADP NOUN NOUN PUNCT|IN DT NN , DT NN VBZ NN IN NNS IN DT NN IN NN NNS .
2281| Smilling and laughing baby in a walker with fire engine airplane mobile and other toys on the floor|VERB CCONJ VERB NOUN ADP DET NOUN ADP NOUN NOUN NOUN NOUN CCONJ ADJ NOUN ADP DET NOUN|VBG CC VBG NN IN DT NN IN NN NN NN NN CC JJ NNS IN DT NN
2282| A woman in shorts walking next to a car is a tropical area .|DET NOUN ADP NOUN VERB ADV ADP DET NOUN AUX DET ADJ NOUN PUNCT|DT NN IN NNS VBG RB IN DT NN VBZ DT JJ NN .
2283| A woman in a blue shirt and jeans is throwing something away in a dumpster .|DET NOUN ADP DET ADJ NOUN CCONJ NOUN AUX VERB PRON ADV ADP DET NOUN PUNCT|DT NN IN DT JJ NN CC NNS VBZ VBG NN RB IN DT NN .
2284| A woman is grabbing a guy 's foot and putting it behind his head .|DET NOUN AUX VERB DET NOUN PART NOUN CCONJ VERB PRON ADP PRON NOUN PUNCT|DT NN VBZ VBG DT NN POS NN CC VBG PRP IN PRP$ NN .
2285| A baby in a red shirt is crying while an adult holding the baby mocks it .|DET NOUN ADP DET ADJ NOUN AUX VERB SCONJ DET NOUN VERB DET NOUN VERB PRON PUNCT|DT NN IN DT JJ NN VBZ VBG IN DT NN VBG DT NN VBZ PRP .
2286| A middle-aged man is reading the newspaper and drinking Starbucks coffee in the park .|DET ADJ ADJ NOUN AUX VERB DET NOUN CCONJ VERB PROPN NOUN ADP DET NOUN PUNCT|DT JJ JJ NN VBZ VBG DT NN CC VBG NNP NN IN DT NN .
2287| A boy in a red jersey is playing ice hokey on an outdoor ice rink .|DET NOUN ADP DET PROPN PROPN AUX VERB NOUN NOUN ADP DET ADJ NOUN NOUN PUNCT|DT NN IN DT NNP NNP VBZ VBG NN NN IN DT JJ NN NN .
2288| A man standing in front of a yellow building|DET NOUN VERB ADP NOUN ADP DET ADJ NOUN|DT NN VBG IN NN IN DT JJ NN
2289| A medical worker wearing a mask in the hospital .|DET ADJ NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT JJ NN VBG DT NN IN DT NN .
2290| A mannequin dressed in lingerie is being advertised .|DET NOUN VERB ADP NOUN AUX AUX VERB PUNCT|DT NN VBN IN NN VBZ VBG VBN .
2291| a fat man is listening to headphones sitting on his motorcycle|DET ADJ NOUN AUX VERB ADP NOUN VERB ADP PRON NOUN|DT JJ NN VBZ VBG IN NNS VBG IN PRP$ NN
2292| A group of tourist taking pictures , while looking at scenery on top of a mountain .|DET NOUN ADP NOUN VERB NOUN PUNCT SCONJ VERB ADP NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN IN NN VBG NNS , IN VBG IN NN IN NN IN DT NN .
2293| Four young teens having fun at a cookout .|NUM ADJ NOUN VERB NOUN ADP DET NOUN PUNCT|CD JJ NNS VBG NN IN DT NN .
2294| a man and woman are standing while the man takes bite of an ice cream cone .|DET NOUN CCONJ NOUN AUX VERB SCONJ DET NOUN VERB NOUN ADP DET NOUN NOUN NOUN PUNCT|DT NN CC NN VBP VBG IN DT NN VBZ NN IN DT NN NN NN .
2295| A child with a hat stands with a bat .|DET NOUN ADP DET NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT NN VBZ IN DT NN .
2296| A crowd of people walking .|DET NOUN ADP NOUN VERB PUNCT|DT NN IN NNS VBG .
2297| Five girls in swimsuits , are seen from the back , jumping into the water .|NUM NOUN ADP NOUN PUNCT AUX VERB ADP DET NOUN PUNCT VERB ADP DET NOUN PUNCT|CD NNS IN NNS , VBP VBN IN DT NN , VBG IN DT NN .
2298| A man and a woman are outside a car that is filled with items .|DET NOUN CCONJ DET NOUN AUX ADP DET NOUN PRON AUX VERB ADP NOUN PUNCT|DT NN CC DT NN VBP IN DT NN WDT VBZ VBN IN NNS .
2299| Two people in blue shirts are outside with a bullhorn .|NUM NOUN ADP ADJ NOUN AUX ADJ ADP DET NOUN PUNCT|CD NNS IN JJ NNS VBP JJ IN DT NN .
2300| A person is walking on a busy street while wearing a backpack .|DET NOUN AUX VERB ADP DET ADJ NOUN SCONJ VERB DET NOUN PUNCT|DT NN VBZ VBG IN DT JJ NN IN VBG DT NN .
2301| A man rides a dirt bike in the brush .|DET NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT|DT NN VBZ DT NN NN IN DT NN .
2302| A man in a sweater being offered candy by a child .|DET NOUN ADP DET NOUN AUX VERB NOUN ADP DET NOUN PUNCT|DT NN IN DT NN VBG VBN NN IN DT NN .
2303| A blond man with a light beard , wearing a dark , short-sleeved shirt , bundles wheat .|DET ADJ NOUN ADP DET ADJ NOUN PUNCT VERB DET ADJ PUNCT ADJ VERB NOUN PUNCT NOUN NOUN PUNCT|DT JJ NN IN DT JJ NN , VBG DT JJ , JJ VBN NN , NNS NN .
2304| A man with a black sombrero is riding a bull inside an arena .|DET NOUN ADP DET ADJ NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG DT NN IN DT NN .
2305| Two dogs are shaking water off .|NUM NOUN AUX VERB NOUN ADP PUNCT|CD NNS VBP VBG NN RP .
2306| A dog running into the water .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBG IN DT NN .
2307| A man is sitting on a granite bench with a bag at his feet .|DET NOUN AUX VERB ADP DET NOUN NOUN ADP DET NOUN ADP PRON NOUN PUNCT|DT NN VBZ VBG IN DT NN NN IN DT NN IN PRP$ NNS .
2308| A group of women hugging each other|DET NOUN ADP NOUN VERB DET ADJ|DT NN IN NNS VBG DT JJ
2309| A man in cold weather gear smoking a cigar .|DET NOUN ADP ADJ NOUN NOUN VERB DET NOUN PUNCT|DT NN IN JJ NN NN VBG DT NN .
2310| a climber is climbing a rock face above a mattress that is lying on the ground below .|DET NOUN AUX VERB DET NOUN NOUN ADP DET NOUN PRON AUX VERB ADP DET NOUN ADV PUNCT|DT NN VBZ VBG DT NN NN IN DT NN WDT VBZ VBG IN DT NN RB .
2311| Asian people in a temple praying over a smokey urn .|ADJ NOUN ADP DET NOUN VERB ADP DET NOUN NOUN PUNCT|JJ NNS IN DT NN VBG IN DT NN NN .
2312| A man in a green coat checks the carriage equipment hooked up to his black horse .|DET NOUN ADP DET ADJ NOUN VERB DET NOUN NOUN VERB ADP ADP PRON ADJ NOUN PUNCT|DT NN IN DT JJ NN VBZ DT NN NN VBN RP IN PRP$ JJ NN .
2313| Three children running barefoot .|NUM NOUN VERB ADV PUNCT|CD NNS VBG RB .
2314| Three people enjoying the view in a modern building .|NUM NOUN VERB DET NOUN ADP DET ADJ NOUN PUNCT|CD NNS VBG DT NN IN DT JJ NN .
2315| A young girl is hoping from stone to stone in her bare feet .|DET ADJ NOUN AUX VERB ADP NOUN ADP NOUN ADP PRON ADJ NOUN PUNCT|DT JJ NN VBZ VBG IN NN IN NN IN PRP$ JJ NNS .
2316| A crowd is standing in front of a building while holding newspapers and holding flags .|DET NOUN AUX VERB ADP NOUN ADP DET NOUN SCONJ VERB NOUN CCONJ VERB NOUN PUNCT|DT NN VBZ VBG IN NN IN DT NN IN VBG NNS CC VBG NNS .
2317| A black man with a necklace is starring off-camera .|DET ADJ NOUN ADP DET NOUN AUX VERB ADP NOUN PUNCT|DT JJ NN IN DT NN VBZ VBG RP NN .
2318| A little girl in pink stands in a yellow hallway .|DET ADJ NOUN ADP ADJ VERB ADP DET ADJ NOUN PUNCT|DT JJ NN IN JJ VBZ IN DT JJ NN .
