|description|black_index
6987|A black , brown , and white dog is carrying a Frisbee .|1
6988|two black dogs play together on a lawn|1
6989|A woman in a black head piece , sitting down and reading .|4
6990|An Asian man in all black hanging up a huge dead pig by its feet .|5
6991|A guy with a red shirt and black apron on working standing with his hand in a shopping cart .|7
6992|Two dogs , one brown and white and one black and white , run on a field .|9
6993|A lady with a black shirt , purple dress , and pink award bow opening gifts .|4
6994|A man with a red shirt and black hat suspends himself in the air by sitting on a pole and clinging to two wires with his hands .|7
6995|Three women in matching black and yellow dresses and a woman with orange hair .|4
6996|a girl in a red and black uniform is playing the flute as part of a marching band .|6
6997|A dark-haired woman in black and gold walking through a street festival .|4
6998|Children in yellow and black soccer uniforms celebrate .|4
6999|Two men , dressed in black , are standing on a sidewalk in an urban area while one lights a cigarette .|5
7000|A man in a red outfit and black helmet is performing a stunt on a bicycle .|7
7001|A black dog playing in a river .|1
7002|A blue-haired woman in a tight black dress raises a fist and holds a microphone to her mouth .|6
7003|Two black dogs play on carpet .|1
7004|A black and white dog lies on the ground next to a little girl on a red bicycle in the woods .|1
7005|A man in black is talking into the microphone .|3
7006|A young Asian woman with long black hair sits cross-legged and checks her mobile phone .|6
7007|A man wearing a black baseball cap turned backwards is in front of an advertisement for smoked herring .|4
7008|A boy with a black and white striped shirt is about to kick a pink soccer ball .|4
7009|an asian man in a black tracksuit is watching students doing exercised on basketball court .|5
7010|A woman in a gray sweater talking to another woman in a black jacket .|12
7011|a black dog is running with a green toy between its paws .|1
7012|A black man in a tux surrounded by five other men behind a metal gate .|1
7013|A person in a red jacket with black pants holding rainbow ribbons .|7
7014|The lady in the black coat is carrying a colorful bag .|4
7015|Two young women in black t-shirts eat food at a table .|4
7016|Brown and black dog with its nose pointed upwards .|2
7017|A man and a woman in a black dress sitting together and smiling .|7
7018|The boy in the black jacket and checkered helmet does impressive jumps on his bike .|4
7019|A female in a black long-sleeve shirt putting a boot on .|4
7020|Two husky little boys in black dress shirts with longish haircuts stand behind the seated woman in the white blouse .|5
7021|Two men , one wearing black and one wearing white , are standing waiting for the train .|5
7022|Four women in front of Odeon wear similar black , pink and white superman type shirts and jean skirts .|8
7023|A black man is posing for a photo with two other people , showing just their hands , points guns at him .|1
7024|A man in a blue shirt and black pants looking through circus tents .|7
7025|A black dog and tan dog run towards each other on a beach .|1
7026|A lonely performer playing a black guitar .|5
7027|2 men , both in jeans and a black top , are playing ping-pong .|8
7028|The man is on a black and white bike .|5
7029|Bicycle rider wearing black , riding down a dirt trail in a mountain bike .|3
7030|a black and a cream dog run through a field in front of a blue house|1
7031|A man in a black suit and spectacles is at a wedding reception holding a microphone .|4
7032|A young boy in a black cap and shirt looks down while next to a person in a polka dotted shirt .|5
7033|The black and brown dog walks toward the camera , in an enclosed , snowy area .|1
7034|The black dog is jumping up in the air .|1
7035|Someone wearing black is playing a drum with two sticks .|2
7036|Man in black jumps over a rope as crowd looks on .|2
7037|Two wet , black dogs are running through some sand .|3
7038|A young man wearing a black and blue striped jacket blows into a French horn , while standing near a red information booth .|5
7039|A man dressed in blue shirt and shorts sits at a table while playing black in chess .|14
7040|A woman with a black purse and a red coat is sitting on a pillar of concrete .|4
7041|Man with curly brown hair , wearing a black coat and brown V neck shirt , sitting at a table with hands folded and rested on lap .|8
7042|A man in a sweater and black pants waits .|6
7043|A black dog runs on the grass near to a brown and white dog .|1
7044|A man in a green shirt and black hat is smoothing concrete .|7
7045|a group of people wear black tophats .|5
7046|Three large black dogs are playing on the shore near the ocean .|2
7047|A man in the black hat is playing his keyboard .|4
7048|A man in a black long-sleeved tee-shirt is walking down the street with a cane .|4
7049|Girl in black jacket and pants walking up a stairway that is covered in advertisements .|2
7050|Group of people wearing white shirts and black pants dancing on a stage .|7
7051|A black dog carries a white toy in his mouth and walks on the snowy field .|1
7052|A black dog running toward the camera .|1
7053|A blond woman in black jeans is sitting on a wall examining her nails .|4
7054|A black man is sitting on a bench in front of a public transit map .|1
7055|a woman in white plays a black guitar .|6
7056|Woman wearing black and white striped shirt standing amongst stuffed animals hanging and on a shelf .|2
7057|A woman in a white shirt and black pants bowling .|7
7058|A football player wearing a black jersey and orange pants is running with a football in his arm on the green grass .|5
7059|A brown and black dog watches over a heard of animals .|3
7060|A man in a black shirt and white glove looking to his right .|4
7061|Man in a red and black striped shirt painting a picture on a fence .|5
7062|A team of children and adults in red and black scuba gear stand on the pier as they prepare to dive .|9
7063|A man in red and black is hitting a soccer ball with his head .|5
7064|Two youths , a goalie in black shirt and another boy in a striped shirt , are moving the ball on a soccer field .|6
7065|A blond girl wearing a black and white boa poses for the camera at a very crowded venue .|5
7066|Cyclist on a black and yellow bike trying to make himself as aerodynamic as possible .|3
7067|A bartender with a black shirt and gloves on is pouring a brown drink into two glasses with the assistance of a rod .|4
7068|A woman in a black short-sleeved shirt smiles at the camera as she mixes a drink .|4
7069|A group of runners makes their way up the black topped covered street .|9
7070|A black dog jumping into a lake .|1
7071|A person holding a red cup sitting next to a woman wearing a black shirt .|13
7072|Person wearing black jacket walking on sidewalk .|2
